Log Time,Period(ms),Service,Operation
2018-07-18 14:13:44,29,CommonService,customerWS/getInquiryTable
2018-07-18 14:13:48,129,CommonService,WorkflowWS/openCaseByAppNo/H610050ER0
2018-07-18 14:13:48,20,CommonService,statusRejectWS/getRejectList/H610050ER0
2018-07-18 14:13:59,87,CommonService,WorkflowWS/listUserInbox
2018-07-18 14:14:03,4,CommonService,WorkflowWS/logout
2018-07-18 14:14:13,29,CommonService,customerWS/getInquiryTable
2018-07-18 14:14:13,36,CommonService,UnsecureWS/login
2018-07-18 14:14:14,129,CommonService,WorkflowWS/openCaseByAppNo/H610050ER0
2018-07-18 14:14:14,18,CommonService,statusRejectWS/getRejectList/H610050ER0
2018-07-18 14:14:14,10,CommonService,WorkflowWS/listUserInbox
2018-07-18 14:14:14,4,CommonService,WorkflowWS/logout
2018-07-18 14:14:16,43,CommonService,confSkillWS/getConfSkill
2018-07-18 14:14:17,113,CommonService,applicationCaseWS/getApplicationStatus/H610050ER0
2018-07-18 14:14:17,15,CommonService,resubmitReasonWS/doFindAppStatus/H610050ER0
2018-07-18 14:14:22,33,CommonService,UnsecureWS/login
2018-07-18 14:14:23,59,CommonService,userParameterConfigWS/searchUserByEmployeeId/810083
2018-07-18 14:14:23,27,CommonService,WorkflowWS/listUserInbox
2018-07-18 14:14:29,35,CommonService,WorkflowWS/getDefaultPoolList/home-loan/approve-055
2018-07-18 14:14:30,32,CommonService,UnsecureWS/login
2018-07-18 14:14:30,10,CommonService,messageCodeWS/getAllMessage
2018-07-18 14:14:30,37,CommonService,WorkflowWS/listUserInbox
2018-07-18 14:14:33,25,CommonService,userParameterConfigWS/searchUserByEmployeeId/810084
2018-07-18 14:14:33,135,CommonService,WorkflowWS/openCaseByAppNo/H610053AR0
2018-07-18 14:14:33,14,CommonService,statusRejectWS/getRejectList/H610053AR0
2018-07-18 14:14:34,3,CommonService,dropdownWS/getConfKdmsDocumentDropDown/1
2018-07-18 14:14:34,4,CommonService,dropdownWS/getDropdown/DOC_RETURN_REASON
2018-07-18 14:14:34,4,CommonService,dropdownWS/getDropdown/DOC_SUB_RETURN_REASON
2018-07-18 14:14:34,27,CommonService,userParameterConfigWS/searchUserByEmployeeId/810085
2018-07-18 14:14:36,26,CommonService,userParameterConfigWS/searchUserByEmployeeId/810086
2018-07-18 14:14:37,26,CommonService,userParameterConfigWS/searchUserByEmployeeId/810087
2018-07-18 14:14:38,2,CommonService,dropdownWS/getDropdown/BOD_TYPE
2018-07-18 14:14:38,47,CommonService,relationshipWS/findIndirectPerson
2018-07-18 14:14:38,36,CommonService,WorkflowWS/listUserInbox
2018-07-18 14:14:38,25,CommonService,userParameterConfigWS/searchUserByEmployeeId/810088
2018-07-18 14:14:39,3,CommonService,WorkflowWS/logout
2018-07-18 14:14:40,25,CommonService,userParameterConfigWS/searchUserByEmployeeId/810089
2018-07-18 14:14:43,27,CommonService,userParameterConfigWS/searchUserByEmployeeId/810083
2018-07-18 14:14:44,31,CommonService,WorkflowWS/getDefaultPoolList/home-loan/approve-055
2018-07-18 14:14:46,5,CommonService,WorkflowWS/logout
2018-07-18 14:14:48,33,CommonService,UnsecureWS/login
2018-07-18 14:14:49,143,CommonService,WorkflowWS/listUserInbox
2018-07-18 14:15:01,28,CommonService,customerWS/getInquiryTable
2018-07-18 14:15:04,28,CommonService,userParameterConfigWS/searchUserByEmployeeId/810110
2018-07-18 14:15:07,130,CommonService,WorkflowWS/openCaseByAppNo/H610050ER0
2018-07-18 14:15:07,16,CommonService,statusRejectWS/getRejectList/H610050ER0
2018-07-18 14:15:22,103,CommonService,applicationCaseWS/getApplicationStatus/H610050ER0
2018-07-18 14:15:22,15,CommonService,resubmitReasonWS/doFindAppStatus/H610050ER0
2018-07-18 14:15:31,31,CommonService,UnsecureWS/login
2018-07-18 14:15:31,3,CommonService,WorkflowWS/logout
2018-07-18 14:15:32,9,CommonService,messageCodeWS/getAllMessage
2018-07-18 14:15:32,36,CommonService,WorkflowWS/listUserInbox
2018-07-18 14:15:39,104,CommonService,userParameterConfigWS/saveUser
2018-07-18 14:15:41,24,CommonService,userParameterConfigWS/searchUserByEmployeeId/810111
2018-07-18 14:15:44,77,CommonService,userParameterConfigWS/saveUser
2018-07-18 14:15:46,27,CommonService,userParameterConfigWS/searchUserByEmployeeId/810112
2018-07-18 14:15:47,90,CommonService,userParameterConfigWS/saveUser
2018-07-18 14:15:50,32,CommonService,UnsecureWS/login
2018-07-18 14:15:51,388,CommonService,WorkflowWS/listUserInbox
2018-07-18 14:15:51,30,CommonService,userParameterConfigWS/searchUserByEmployeeId/810112
2018-07-18 14:15:54,70,CommonService,userParameterConfigWS/saveUser
2018-07-18 14:15:56,25,CommonService,userParameterConfigWS/searchUserByEmployeeId/810111
2018-07-18 14:15:57,28,CommonService,userParameterConfigWS/searchUserByEmployeeId/810113
2018-07-18 14:15:59,26,CommonService,userParameterConfigWS/searchUserByEmployeeId/810114
2018-07-18 14:16:00,28,CommonService,userParameterConfigWS/searchUserByEmployeeId/810115
2018-07-18 14:16:01,29,CommonService,userParameterConfigWS/searchUserByEmployeeId/810116
2018-07-18 14:16:02,26,CommonService,userParameterConfigWS/searchUserByEmployeeId/810117
2018-07-18 14:16:03,8,CommonService,userParameterConfigWS/searchUserByEmployeeId/810118
2018-07-18 14:16:04,3,CommonService,dropdownWS/getDropdown/HL_PRODUCT_MA
2018-07-18 14:16:04,7,CommonService,dropdownWS/getDropdown/SALE_CHANNEL
2018-07-18 14:16:04,4,CommonService,dropdownWS/getAppStatusDropdown
2018-07-18 14:16:04,24,CommonService,WorkflowWS/listUserInbox
2018-07-18 14:16:08,22,CommonService,customerWS/getInquiryTable
2018-07-18 14:16:09,101,CommonService,WorkflowWS/openCaseByAppNo/H6100433R0
2018-07-18 14:16:09,18,CommonService,statusRejectWS/getRejectList/H6100433R0
2018-07-18 14:16:10,3,CommonService,dropdownWS/getDropdown/CONTRACT_TYPE_CODE
2018-07-18 14:16:10,3,CommonService,dropdownWS/getDropdown/HL_DECISION_REASON
2018-07-18 14:16:10,3,CommonService,dropdownWS/getDropdown/HL_PURPOSE
2018-07-18 14:16:10,4,CommonService,dropdownWS/getDropdown/HL_PRODUCT_ALL
2018-07-18 14:16:10,5,CommonService,dropdownWS/getConfValueList/PRODUCT_PROGRAM_CODE
2018-07-18 14:16:12,26,CommonService,userParameterConfigWS/searchUserByEmployeeId/810085
2018-07-18 14:16:14,25,CommonService,userParameterConfigWS/searchUserByEmployeeId/810086
2018-07-18 14:16:15,27,CommonService,userParameterConfigWS/searchUserByEmployeeId/810087
2018-07-18 14:16:16,29,CommonService,userParameterConfigWS/searchUserByEmployeeId/810088
2018-07-18 14:16:17,27,CommonService,userParameterConfigWS/searchUserByEmployeeId/810089
2018-07-18 14:16:19,26,CommonService,userParameterConfigWS/searchUserByEmployeeId/810090
2018-07-18 14:16:21,25,CommonService,userParameterConfigWS/searchUserByEmployeeId/810091
2018-07-18 14:16:23,1276,CommonService,applicationCaseWS/getAppointmentInfo/H6100433R0
2018-07-18 14:16:23,28,CommonService,userParameterConfigWS/searchUserByEmployeeId/810092
2018-07-18 14:16:23,20,CommonService,applicationCaseWS/getAppointmentFromAppointmentTable/H6100433R0
2018-07-18 14:16:23,4,CommonService,dropdownWS/getDropdown/DISBURSEMENT_BY
2018-07-18 14:16:23,4,CommonService,dropdownWS/getDropdown/DISBURSEMENT_TYPE
2018-07-18 14:16:24,184,CommonService,applicationCaseWS/getEmployeeOfSpecificBranch/810014
2018-07-18 14:16:24,266,CommonService,applicationCaseWS/getManagerOfSpecificBranch/810014
2018-07-18 14:16:24,29,CommonService,UnsecureWS/login
2018-07-18 14:16:24,27,CommonService,userParameterConfigWS/searchUserByEmployeeId/810093
2018-07-18 14:16:25,9,CommonService,messageCodeWS/getAllMessage
2018-07-18 14:16:25,547,CommonService,WorkflowWS/listUserInbox
2018-07-18 14:16:25,59,CommonService,userParameterConfigWS/searchUserByEmployeeId/810094
2018-07-18 14:16:26,26,CommonService,userParameterConfigWS/searchUserByEmployeeId/810095
2018-07-18 14:16:27,24,CommonService,userParameterConfigWS/searchUserByEmployeeId/810096
2018-07-18 14:16:29,24,CommonService,userParameterConfigWS/searchUserByEmployeeId/810097
2018-07-18 14:16:30,27,CommonService,userParameterConfigWS/searchUserByEmployeeId/810098
2018-07-18 14:16:31,28,CommonService,userParameterConfigWS/searchUserByEmployeeId/810099
2018-07-18 14:16:33,7,CommonService,userParameterConfigWS/searchUserByEmployeeId/81010
2018-07-18 14:16:40,25,CommonService,userParameterConfigWS/searchUserByEmployeeId/810100
2018-07-18 14:16:42,5,CommonService,WorkflowWS/logout
2018-07-18 14:16:42,27,CommonService,userParameterConfigWS/searchUserByEmployeeId/810101
2018-07-18 14:16:44,29,CommonService,userParameterConfigWS/searchUserByEmployeeId/810102
2018-07-18 14:16:44,25,CommonService,userParameterConfigWS/searchUserByEmployeeId/810103
2018-07-18 14:16:45,27,CommonService,userParameterConfigWS/searchUserByEmployeeId/810104
2018-07-18 14:16:46,28,CommonService,userParameterConfigWS/searchUserByEmployeeId/810105
2018-07-18 14:16:47,24,CommonService,userParameterConfigWS/searchUserByEmployeeId/810106
2018-07-18 14:16:49,26,CommonService,userParameterConfigWS/searchUserByEmployeeId/810105
2018-07-18 14:16:51,33,CommonService,UnsecureWS/login
2018-07-18 14:16:51,26,CommonService,customerWS/getInquiryTable
2018-07-18 14:16:51,26,CommonService,WorkflowWS/listUserInbox
2018-07-18 14:17:16,3,CommonService,WorkflowWS/logout
2018-07-18 14:17:24,3,CommonService,WorkflowWS/logout
2018-07-18 14:17:27,18,CommonService,customerWS/getInquiryTable
2018-07-18 14:17:30,105,CommonService,WorkflowWS/openCaseByAppNo/H61004D4R0
2018-07-18 14:17:30,16,CommonService,statusRejectWS/getRejectList/H61004D4R0
2018-07-18 14:17:34,27,CommonService,UnsecureWS/login
2018-07-18 14:17:34,33,CommonService,WorkflowWS/listUserInbox
2018-07-18 14:17:40,133,CommonService,WorkflowWS/openCaseByAppNo/H610053AR0
2018-07-18 14:17:41,14,CommonService,statusRejectWS/getRejectList/H610053AR0
2018-07-18 14:17:41,2,CommonService,dropdownWS/getConfKdmsDocumentDropDown/1
2018-07-18 14:17:45,45,CommonService,relationshipWS/findIndirectPerson
2018-07-18 14:17:52,3,CommonService,dropdownWS/getConfKdmsDocumentDropDown/1
2018-07-18 14:17:58,18,CommonService,statusRejectWS/getRejectList/H610053AR0
2018-07-18 14:17:58,3,CommonService,dropdownWS/getConfKdmsDocumentDropDown/1
2018-07-18 14:18:18,3,CommonService,WorkflowWS/logout
2018-07-18 14:18:49,3,CommonService,dropdownWS/getDropdown/HL_PRODUCT_MA
2018-07-18 14:18:49,4,CommonService,dropdownWS/getDropdown/SALE_CHANNEL
2018-07-18 14:18:49,3,CommonService,dropdownWS/getAppStatusDropdown
2018-07-18 14:18:58,20,CommonService,statusRejectWS/getRejectList/H6100537R0
2018-07-18 14:19:00,4,CommonService,customerWS/getInquiryTable
2018-07-18 14:19:07,30,CommonService,UnsecureWS/login
2018-07-18 14:19:07,96,CommonService,WorkflowWS/listUserInbox
2018-07-18 14:19:07,6,CommonService,applicationCaseWS/getSmartServeCaseId/H6100537R0
2018-07-18 14:19:08,141,CommonService,atomicWS/registerSestionService/711
2018-07-18 14:19:12,42,CommonService,customerWS/getInquiryTable
2018-07-18 14:19:16,123,CommonService,WorkflowWS/openCaseByAppNo/H61004EAR1
2018-07-18 14:19:16,14,CommonService,statusRejectWS/getRejectList/H61004EAR1
2018-07-18 14:19:16,2,CommonService,dropdownWS/getDropdown/HL_GENDER
2018-07-18 14:19:16,9,CommonService,dropdownWS/getDropdown/HL_DOC_REG
2018-07-18 14:19:16,10,CommonService,dropdownWS/getDropdown/HL_NATIONALITY
2018-07-18 14:19:16,3,CommonService,dropdownWS/getDropdown/HL_CUST_TITLE_FR
2018-07-18 14:19:16,6,CommonService,dropdownWS/getDropdown/HL_RELATION_BORROWER_FR
2018-07-18 14:19:16,6,CommonService,dropdownWS/getDropdown/HL_CUST_TITLE_TH
2018-07-18 14:19:30,31,CommonService,customerWS/getInquiryTable
2018-07-18 14:19:36,1147,CommonService,customerWS/findKplusCustomer
2018-07-18 14:19:37,127,CommonService,WorkflowWS/openCaseByAppNo/H6100510R0
2018-07-18 14:19:37,15,CommonService,statusRejectWS/getRejectList/H6100510R0
