MaxPeriod(ms),MinPeriod(ms),AvgPeriod(ms),Amount,Service,Operation
373,18,82,20,HomeLoanService,HomeLoanWS/doSave/approve-030/policy-check
68,18,44,5,HomeLoanService,HomeLoanWS/doSave/approve-030/relationship
6502,2959,3545,7,HomeLoanService,HomeLoanWS/doSave/approve-030/verify-customer
4020,2214,2795,11,HomeLoanService,HomeLoanWS/doSave/approve-030/verify-document
3385,2938,3098,5,HomeLoanService,HomeLoanWS/doSave/approve-030/verify-hr
101,101,101,1,HomeLoanService,HomeLoanWS/doSave/approve-030/verify-income
3472,3048,3260,2,HomeLoanService,HomeLoanWS/doSave/approve-030/verify-summary
3117,2905,3007,5,HomeLoanService,HomeLoanWS/doSave/approve-030/verify-website
85,43,64,2,HomeLoanService,HomeLoanWS/doSave/approve-040/application-detail
359,59,135,4,HomeLoanService,HomeLoanWS/doSave/approve-040/approve-decision
96,36,65,4,HomeLoanService,HomeLoanWS/doSave/approve-040/approve-summary
85,74,80,4,HomeLoanService,HomeLoanWS/doSave/approve-040/collateral-acting
63,63,63,1,HomeLoanService,HomeLoanWS/doSave/approve-040/credit-exposure
177,34,72,4,HomeLoanService,HomeLoanWS/doSave/approve-040/debt-exposure
86,75,80,2,HomeLoanService,HomeLoanWS/doSave/approve-040/partial-installment
72,20,41,6,HomeLoanService,HomeLoanWS/doSave/approve-040/policy-check
3208,3063,3135,2,HomeLoanService,HomeLoanWS/doSave/approve-040/verify-customer
3191,2771,2981,2,HomeLoanService,HomeLoanWS/doSave/approve-040/verify-document
3059,3059,3059,1,HomeLoanService,HomeLoanWS/doSave/approve-040/verify-hr
77,77,77,1,HomeLoanService,HomeLoanWS/doSave/approve-040/verify-income
3155,3155,3155,1,HomeLoanService,HomeLoanWS/doSave/approve-040/verify-summary
3063,3063,3063,1,HomeLoanService,HomeLoanWS/doSave/approve-040/verify-website
70,35,50,4,HomeLoanService,HomeLoanWS/doSave/approve-055/collateral-acting
52,41,45,3,HomeLoanService,HomeLoanWS/doSave/approve-055/policy-check
2947,2374,2660,2,HomeLoanService,HomeLoanWS/doSave/approve-055/verify-document
522,140,337,7,HomeLoanService,HomeLoanWS/doSave/approve-060/approve-decision
172,27,60,8,HomeLoanService,HomeLoanWS/doSave/approve-060/approve-summary
402,402,402,1,HomeLoanService,HomeLoanWS/doSave/approve-060/collateral-acting
104,61,82,2,HomeLoanService,HomeLoanWS/doSave/approve-060/credit-limit-detail
111,65,91,3,HomeLoanService,HomeLoanWS/doSave/approve-060/debt-exposure
134,71,107,3,HomeLoanService,HomeLoanWS/doSave/approve-060/partial-installment
332,32,94,12,HomeLoanService,HomeLoanWS/doSave/approve-060/policy-check
106,7,46,8,HomeLoanService,HomeLoanWS/doSave/approve-060/relationship
318,255,286,2,HomeLoanService,HomeLoanWS/doSave/approve-060/verify-customer
4558,3479,4151,6,HomeLoanService,HomeLoanWS/doSave/approve-060/verify-document
238,238,238,1,HomeLoanService,HomeLoanWS/doSave/approve-060/verify-hr
88,88,88,1,HomeLoanService,HomeLoanWS/doSave/approve-060/verify-income
231,231,231,1,HomeLoanService,HomeLoanWS/doSave/approve-060/verify-summary
230,230,230,1,HomeLoanService,HomeLoanWS/doSave/approve-060/verify-website
82,28,50,5,HomeLoanService,HomeLoanWS/doSave/approve-070/approve-summary
118,87,102,2,HomeLoanService,HomeLoanWS/doSave/approve-070/policy-check
63,57,60,2,HomeLoanService,HomeLoanWS/doSave/post-approve-010/approve-result-front
77,77,77,1,HomeLoanService,HomeLoanWS/doSave/post-approve-010/approve-summary
30,30,30,1,HomeLoanService,HomeLoanWS/doSave/prepare-012/summary-result
75,72,73,2,HomeLoanService,HomeLoanWS/doSave/prepare-020/income
10412,3131,6675,3,HomeLoanService,HomeLoanWS/doSave/prepare-020/loan-info
433,433,433,1,HomeLoanService,HomeLoanWS/doSave/prepare-020/personal-info
124,26,75,2,HomeLoanService,HomeLoanWS/doSave/prepare-021/package
33,23,26,4,HomeLoanService,HomeLoanWS/doSave/prepare-021/summary-package
26,23,24,6,HomeLoanService,HomeLoanWS/doSave/prepare-022/summary-package
172,33,111,8,HomeLoanService,HomeLoanWS/doSave/prepare-030/sale-channel
200,29,70,17,HomeLoanService,HomeLoanWS/doSave/prepare-030/summary-result
7,7,7,1,HomeLoanService,HomeLoanWS/doSave/system-050/credit-limit-detail
30042,172,8355,5,HomeLoanService,HomeLoanWS/doSubmit/approve-010/partial-installment
1214,45,435,3,HomeLoanService,HomeLoanWS/doSubmit/approve-010/relationship
1115,45,648,15,HomeLoanService,HomeLoanWS/doSubmit/approve-010/verify-document
1240,322,655,9,HomeLoanService,HomeLoanWS/doSubmit/approve-020/approve-summary
444,444,444,1,HomeLoanService,HomeLoanWS/doSubmit/approve-020/policy-check
703,703,703,1,HomeLoanService,HomeLoanWS/doSubmit/approve-020/summary-result
595,337,466,2,HomeLoanService,HomeLoanWS/doSubmit/approve-020/verify-document
46,46,46,1,HomeLoanService,HomeLoanWS/doSubmit/approve-030/approve-decision
144,42,82,4,HomeLoanService,HomeLoanWS/doSubmit/approve-030/approve-summary
137,137,137,1,HomeLoanService,HomeLoanWS/doSubmit/approve-030/collateral-acting
172,172,172,1,HomeLoanService,HomeLoanWS/doSubmit/approve-030/credit-exposure
230,230,230,1,HomeLoanService,HomeLoanWS/doSubmit/approve-040/application-detail
184,184,184,1,HomeLoanService,HomeLoanWS/doSubmit/approve-040/approve-summary
91,91,91,1,HomeLoanService,HomeLoanWS/doSubmit/approve-055/policy-check
3371,3371,3371,1,HomeLoanService,HomeLoanWS/doSubmit/approve-060/approve-decision
8598,331,2495,5,HomeLoanService,HomeLoanWS/doSubmit/approve-060/approve-summary
1704,1704,1704,1,HomeLoanService,HomeLoanWS/doSubmit/approve-060/policy-check
4716,1173,3019,3,HomeLoanService,HomeLoanWS/doSubmit/approve-060/relationship
4408,2843,3807,3,HomeLoanService,HomeLoanWS/doSubmit/approve-070/approve-summary
7093,474,3350,5,HomeLoanService,HomeLoanWS/doSubmit/post-approve-010/approve-result-front
3767,3767,3767,1,HomeLoanService,HomeLoanWS/doSubmit/post-approve-010/approve-summary
8346,71,2765,32,HomeLoanService,HomeLoanWS/doSubmit/prepare-010/basic-repayment-ability
3960,283,683,27,HomeLoanService,HomeLoanWS/doSubmit/prepare-011/summary-result
269,31,59,23,HomeLoanService,HomeLoanWS/doSubmit/prepare-012/summary-result
1893,1893,1893,1,HomeLoanService,HomeLoanWS/doSubmit/prepare-013/summary-result
27927,341,2862,43,HomeLoanService,HomeLoanWS/doSubmit/prepare-020/loan-info
2001,106,316,11,HomeLoanService,HomeLoanWS/doSubmit/prepare-021/summary-package
1030,99,234,24,HomeLoanService,HomeLoanWS/doSubmit/prepare-022/summary-package
3329,360,1063,37,HomeLoanService,HomeLoanWS/doSubmit/prepare-030/summary-result
31308,1632,5913,26,HomeLoanService,HomeLoanWS/doSubmit/system-011
36,36,36,1,HomeLoanService,HomeLoanWS/doSubmit/system-012
1811,119,696,3,HomeLoanService,HomeLoanWS/doSubmit/system-013
176,135,155,2,HomeLoanService,HomeLoanWS/doSubmit/system-015
1313,92,291,21,HomeLoanService,HomeLoanWS/doSubmit/system-020
16,16,16,1,HomeLoanService,HomeLoanWS/doSubmit/system-050/application-detail
34,3,9,12,InboundService,eConsentWS/notificationEConsent
61397,8,4746,98,InboundService,inboundNoHeaderWS/notificationResult
30817,12,2940,59,InboundService,inboundWS/notificationResult
