Log Time,Period(ms),Service,Operation
2018-07-10 18:06:32,6,CommonService,applicationCaseWS/getSmartServeCaseId/H6100488R0
2018-07-10 18:06:33,258,CommonService,atomicWS/registerSestionService/711
2018-07-10 18:06:53,3,CommonService,WorkflowWS/logout
2018-07-10 18:07:00,22,CommonService,UnsecureWS/login
2018-07-10 18:07:01,35,CommonService,WorkflowWS/listUserInbox
2018-07-10 18:07:04,62,CommonService,WorkflowWS/openCaseByAppNo/H6100487R0
2018-07-10 18:07:14,13,CommonService,statusRejectWS/getRejectList/H6100487R0
2018-07-10 18:07:14,2,CommonService,dropdownWS/getConfKdmsDocumentDropDown/1
2018-07-10 18:07:21,98,CommonService,UnsecureWS/bypassLogin
2018-07-10 18:07:21,62,CommonService,WorkflowWS/openCaseByAppNo/H6100488R0/K0810147
2018-07-10 18:07:22,12,CommonService,statusRejectWS/getRejectList/H6100488R0
2018-07-10 18:07:42,13,CommonService,statusRejectWS/getRejectList/H6100487R0
2018-07-10 18:08:17,3,CommonService,WorkflowWS/logout
2018-07-10 18:08:30,25,CommonService,UnsecureWS/login
2018-07-10 18:08:31,101,CommonService,WorkflowWS/listUserInbox
2018-07-10 18:08:46,61,CommonService,WorkflowWS/openCaseByAppNo/H6100487R0
2018-07-10 18:08:54,12,CommonService,statusRejectWS/getRejectList/H6100487R0
2018-07-10 18:09:10,98,CommonService,applicationCaseWS/getApplicationStatus/H6100487R0
2018-07-10 18:09:10,64,CommonService,applicationCaseWS/getCreditorsTable/H6100487R0
2018-07-10 18:09:10,88,CommonService,applicationCaseWS/getApproverTable/H6100487R0/approve-020
2018-07-10 18:09:10,76,CommonService,applicationCaseWS/getApproverTable/H6100487R0/approve-055
2018-07-10 18:09:24,67,CommonService,addressWS/getAllAddress
2018-07-10 18:09:27,69,CommonService,addressWS/getAllAddress
2018-07-10 18:09:33,3,CommonService,ConfHomeBuilderWS/getConfHomeBuilder
2018-07-10 18:09:33,1,CommonService,ConfMrtaValidationWS/getConfMrtaValidation
