MaxPeriod(ms),MinPeriod(ms),AvgPeriod(ms),Amount,AxAvg,Service,Operation
127,127,127,1,127,HomeLoanService,HomeLoanWS/doSubmit/approve-055/verify-customer
689,68,168,7,1176,HomeLoanService,HomeLoanWS/doSubmit/approve-055/verify-document
1742,33,887,2,1774,HomeLoanService,HomeLoanWS/doSubmit/approve-060/application-detail
2098,23,1071,7,7497,HomeLoanService,HomeLoanWS/doSubmit/approve-060/approve-decision
83565,35,27881,54,1505574,HomeLoanService,HomeLoanWS/doSubmit/approve-060/approve-summary
118247,118247,118247,1,118247,HomeLoanService,HomeLoanWS/doSubmit/approve-060/credit-exposure
115,115,115,1,115,HomeLoanService,HomeLoanWS/doSubmit/approve-060/debt-exposure
23,23,23,1,23,HomeLoanService,HomeLoanWS/doSubmit/approve-060/partial-installment
36,36,36,1,36,HomeLoanService,HomeLoanWS/doSubmit/approve-060/policy-check
36907,36907,36907,1,36907,HomeLoanService,HomeLoanWS/doSubmit/approve-070/approve-decision
21497,2080,11204,4,44816,HomeLoanService,HomeLoanWS/doSubmit/approve-070/approve-summary
40,37,38,2,76,HomeLoanService,HomeLoanWS/doSubmit/fraud-010/application-detail
6534,25,3192,27,86184,HomeLoanService,HomeLoanWS/doSubmit/post-approve-010/approve-result-front
5334,3390,4259,4,17036,HomeLoanService,HomeLoanWS/doSubmit/post-approve-010/approve-summary
3256,36,1646,2,3292,HomeLoanService,HomeLoanWS/doSubmit/post-approve-010/policy-check
12610,68,966,57,55062,HomeLoanService,HomeLoanWS/doSubmit/prepare-010/basic-repayment-ability
2081,333,611,43,26273,HomeLoanService,HomeLoanWS/doSubmit/prepare-011/summary-result
382,32,57,41,2337,HomeLoanService,HomeLoanWS/doSubmit/prepare-012/summary-result
668,655,661,2,1322,HomeLoanService,HomeLoanWS/doSubmit/prepare-013/summary-result
26193,371,2622,86,225492,HomeLoanService,HomeLoanWS/doSubmit/prepare-020/loan-info
288,72,112,57,6384,HomeLoanService,HomeLoanWS/doSubmit/prepare-021/summary-package
138,73,90,14,1260,HomeLoanService,HomeLoanWS/doSubmit/prepare-022/summary-package
124,124,124,1,124,HomeLoanService,HomeLoanWS/doSubmit/prepare-030/summary-package
1293,9,710,86,61060,HomeLoanService,HomeLoanWS/doSubmit/prepare-030/summary-result
17578,1712,3886,40,155440,HomeLoanService,HomeLoanWS/doSubmit/system-011
34,34,34,1,34,HomeLoanService,HomeLoanWS/doSubmit/system-012
93,59,70,16,1120,HomeLoanService,HomeLoanWS/doSubmit/system-013
195,71,101,6,606,HomeLoanService,HomeLoanWS/doSubmit/system-015
251,65,115,34,3910,HomeLoanService,HomeLoanWS/doSubmit/system-020
47,47,47,1,47,HomeLoanService,HomeLoanWS/doSubmit/system-030
75,58,67,3,201,HomeLoanService,HomeLoanWS/doSubmit/system-031
129,100,114,2,228,HomeLoanService,HomeLoanWS/doSubmit/system-032
19,3,7,16,112,InboundService,eConsentWS/notificationEConsent
3179,8,836,252,210672,InboundService,inboundNoHeaderWS/notificationResult
17692,10,836,114,210672,InboundService,inboundWS/notificationResult
