MaxPeriod(ms),MinPeriod(ms),AvgPeriod(ms),Amount,AxAvg,Service,Operation
236,31,75,8,600,CommonService,applicationCaseWS/saveAssignTask
833,49,186,57,10602,CommonService,atomicWS/registerSestionService
52,48,50,2,100,CommonService,confResubmitReasonWS/confResubmitReason
69,4,13,33,429,CommonService,confSkillWS/getConfSkill
3,3,3,1,3,CommonService,confWS/getDeveloperAccountDetails
6890,197,1283,31,39773,CommonService,customerWS/findCustomerFromCIS
11989,867,2279,22,50138,CommonService,customerWS/findKplusCustomer
30085,3,7072,67,473824,CommonService,customerWS/getDeductAccountDetails
11762,4,176,337,59312,CommonService,customerWS/getInquiryTable
30082,11,10348,4,41392,CommonService,customerWS/getODAccountDetails
38,2,3,1701,5103,CommonService,customerWS/inquiryKPlusAcceptResult
21149,1667,5296,11,58256,CommonService,decisionEngineWS/getLoanCal
3310,505,1132,41,46412,CommonService,decisionEngineWS/getPolicy
33,33,33,1,33,CommonService,documentWS/getDocGroupFollowUpHistoryByflpRefId
75,75,75,1,75,CommonService,documentWS/viewContent
131,2,6,74,444,CommonService,dropdownWS/getAppStatusDropdown
21,1,3,174,522,CommonService,dropdownWS/getConfKdmsDocumentDropDown
50,1,8,86,688,CommonService,dropdownWS/getConfValueList
7080,132,436,130,56680,CommonService,dropdownWS/getDihRCAll
181,1,9,1925,17325,CommonService,dropdownWS/getDropdown
47,3,5,109,545,CommonService,dropdownWS/getRejectReasonDropdown
45,7,15,16,240,CommonService,employeeWS/findBranchEmployee
66,5,13,20,260,CommonService,employeeWS/findDSAEmployee
1400,59,403,5,2015,CommonService,genFileExcelWS/exportFileExcel
33,6,14,5,70,CommonService,genFileExcelWS/getAllConfReport
192,7,16,91,1456,CommonService,messageCodeWS/getAllMessage
221,6,21,165,3465,CommonService,relationshipWS/findIndirectPerson
161,60,83,14,1162,CommonService,relationshipWS/findObjBySubjRelationship
81,10,39,5,195,CommonService,relationshipWS/getCustomerWealthAsset
92,7,42,5,210,CommonService,relationshipWS/getCustomerWealthKbank
86,15,43,5,215,CommonService,relationshipWS/getCustomerWealthOther
220,130,175,2,350,CommonService,relationshipWS/saveBorrowerCustomerProfile
223,12,22,134,2948,CommonService,resubmitReasonWS/doFindAppStatus
49,40,44,2,88,CommonService,resubmitReasonWS/doFindByAppNo
5811,455,1241,7,8687,CommonService,resubmitWS/resubmitChangeCustomers
551,9,19,1030,19570,CommonService,statusRejectWS/getRejectList
248,10,63,137,8631,CommonService,userParameterConfigWS/saveUser
140,4,25,323,8075,CommonService,userParameterConfigWS/searchUserByEmployeeId
23,16,20,3,60,HomeLoanService,HomeLoanWS/doBack/approve-010/credit-limit-detail
28,16,22,2,44,HomeLoanService,HomeLoanWS/doBack/approve-020/collateral-acting
14,14,14,1,14,HomeLoanService,HomeLoanWS/doBack/approve-020/credit-limit-detail
20,20,20,1,20,HomeLoanService,HomeLoanWS/doBack/approve-020/relationship
10,10,10,1,10,HomeLoanService,HomeLoanWS/doBack/approve-020/verify-customer
27,12,19,2,38,HomeLoanService,HomeLoanWS/doBack/approve-020/verify-summary
14,14,14,1,14,HomeLoanService,HomeLoanWS/doBack/approve-030/relationship
14,9,11,3,33,HomeLoanService,HomeLoanWS/doBack/prepare-010/basic-repayment-ability
19,11,15,3,45,HomeLoanService,HomeLoanWS/doBack/prepare-020/income
13,10,12,3,36,HomeLoanService,HomeLoanWS/doBack/prepare-020/loan-info
11,11,11,1,11,HomeLoanService,HomeLoanWS/doBack/prepare-020/personal-info
23,10,16,10,160,HomeLoanService,HomeLoanWS/doBack/prepare-021/package
22,15,17,6,102,HomeLoanService,HomeLoanWS/doBack/prepare-021/summary-package
18,18,18,1,18,HomeLoanService,HomeLoanWS/doBack/prepare-022/summary-package
34,20,27,3,81,HomeLoanService,HomeLoanWS/doBack/prepare-030/sale-channel
35,22,30,3,90,HomeLoanService,HomeLoanWS/doBack/prepare-030/summary-result
23,16,19,7,133,HomeLoanService,HomeLoanWS/doCancel/prepare-030
72742,24,6644,11,73084,HomeLoanService,HomeLoanWS/doNavigate/prepare-021
50,29,36,6,216,HomeLoanService,HomeLoanWS/doNavigate/prepare-022
116,28,51,11,561,HomeLoanService,HomeLoanWS/doNavigate/prepare-030
34,17,27,10,270,HomeLoanService,HomeLoanWS/doNext/approve-010/credit-limit-detail
529,127,196,18,3528,HomeLoanService,HomeLoanWS/doNext/approve-010/verify-document
20,14,17,8,136,HomeLoanService,HomeLoanWS/doNext/approve-020/application-detail
4379,49,373,21,7833,HomeLoanService,HomeLoanWS/doNext/approve-020/approve-decision
91,49,65,7,455,HomeLoanService,HomeLoanWS/doNext/approve-020/collateral-acting
133,19,41,32,1312,HomeLoanService,HomeLoanWS/doNext/approve-020/credit-exposure
98,18,41,31,1271,HomeLoanService,HomeLoanWS/doNext/approve-020/credit-limit-detail
305,18,114,23,2622,HomeLoanService,HomeLoanWS/doNext/approve-020/debt-exposure
173,64,104,14,1456,HomeLoanService,HomeLoanWS/doNext/approve-020/partial-installment
150,19,43,31,1333,HomeLoanService,HomeLoanWS/doNext/approve-020/relationship
396,68,141,27,3807,HomeLoanService,HomeLoanWS/doNext/approve-020/verify-customer
181,133,152,13,1976,HomeLoanService,HomeLoanWS/doNext/approve-020/verify-document
404,70,147,28,4116,HomeLoanService,HomeLoanWS/doNext/approve-020/verify-hr
365,25,70,35,2450,HomeLoanService,HomeLoanWS/doNext/approve-020/verify-income
479683,107,30423,35,1064805,HomeLoanService,HomeLoanWS/doNext/approve-020/verify-summary
454,71,157,31,4867,HomeLoanService,HomeLoanWS/doNext/approve-020/verify-website
71,15,43,8,344,HomeLoanService,HomeLoanWS/doNext/approve-030/application-detail
1309,107,302,25,7550,HomeLoanService,HomeLoanWS/doNext/approve-030/approve-decision
74,50,62,6,372,HomeLoanService,HomeLoanWS/doNext/approve-030/collateral-acting
133,26,60,15,900,HomeLoanService,HomeLoanWS/doNext/approve-030/credit-exposure
384,23,92,16,1472,HomeLoanService,HomeLoanWS/doNext/approve-030/credit-limit-detail
312,45,131,14,1834,HomeLoanService,HomeLoanWS/doNext/approve-030/debt-exposure
203,78,109,14,1526,HomeLoanService,HomeLoanWS/doNext/approve-030/partial-installment
248,21,73,15,1095,HomeLoanService,HomeLoanWS/doNext/approve-030/relationship
483,128,219,16,3504,HomeLoanService,HomeLoanWS/doNext/approve-030/verify-customer
1289,140,245,15,3675,HomeLoanService,HomeLoanWS/doNext/approve-030/verify-document
487,128,208,14,2912,HomeLoanService,HomeLoanWS/doNext/approve-030/verify-hr
134,25,68,16,1088,HomeLoanService,HomeLoanWS/doNext/approve-030/verify-income
785,11,220,20,4400,HomeLoanService,HomeLoanWS/doNext/approve-030/verify-summary
472,128,244,14,3416,HomeLoanService,HomeLoanWS/doNext/approve-030/verify-website
44,44,44,1,44,HomeLoanService,HomeLoanWS/doNext/approve-040/application-detail
385,190,276,4,1104,HomeLoanService,HomeLoanWS/doNext/approve-040/approve-decision
97,90,93,2,186,HomeLoanService,HomeLoanWS/doNext/approve-040/credit-exposure
173,78,125,2,250,HomeLoanService,HomeLoanWS/doNext/approve-040/credit-limit-detail
171,171,171,1,171,HomeLoanService,HomeLoanWS/doNext/approve-040/debt-exposure
138,96,111,3,333,HomeLoanService,HomeLoanWS/doNext/approve-040/partial-installment
95,86,90,2,180,HomeLoanService,HomeLoanWS/doNext/approve-040/relationship
237,223,230,2,460,HomeLoanService,HomeLoanWS/doNext/approve-040/verify-customer
189,170,179,2,358,HomeLoanService,HomeLoanWS/doNext/approve-040/verify-document
248,243,245,2,490,HomeLoanService,HomeLoanWS/doNext/approve-040/verify-hr
128,78,106,3,318,HomeLoanService,HomeLoanWS/doNext/approve-040/verify-income
258,239,248,2,496,HomeLoanService,HomeLoanWS/doNext/approve-040/verify-summary
249,228,238,2,476,HomeLoanService,HomeLoanWS/doNext/approve-040/verify-website
75,75,75,1,75,HomeLoanService,HomeLoanWS/doNext/approve-055/collateral-acting
160,160,160,1,160,HomeLoanService,HomeLoanWS/doNext/approve-055/verify-document
450,123,228,12,2736,HomeLoanService,HomeLoanWS/doNext/approve-060/approve-decision
160,36,82,5,410,HomeLoanService,HomeLoanWS/doNext/approve-060/collateral-acting
83,37,64,7,448,HomeLoanService,HomeLoanWS/doNext/approve-060/credit-exposure
95,40,64,8,512,HomeLoanService,HomeLoanWS/doNext/approve-060/credit-limit-detail
103,32,64,8,512,HomeLoanService,HomeLoanWS/doNext/approve-060/debt-exposure
814,58,216,6,1296,HomeLoanService,HomeLoanWS/doNext/approve-060/partial-installment
88,36,67,7,469,HomeLoanService,HomeLoanWS/doNext/approve-060/relationship
319,145,196,6,1176,HomeLoanService,HomeLoanWS/doNext/approve-060/verify-customer
234,169,191,5,955,HomeLoanService,HomeLoanWS/doNext/approve-060/verify-document
463,139,226,6,1356,HomeLoanService,HomeLoanWS/doNext/approve-060/verify-hr
149,56,82,6,492,HomeLoanService,HomeLoanWS/doNext/approve-060/verify-income
301,134,178,6,1068,HomeLoanService,HomeLoanWS/doNext/approve-060/verify-summary
531,144,239,6,1434,HomeLoanService,HomeLoanWS/doNext/approve-060/verify-website
1039,28,96,36,3456,HomeLoanService,HomeLoanWS/doNext/prepare-010/cust-info
225,69,115,48,5520,HomeLoanService,HomeLoanWS/doNext/prepare-020/income
1495,9,179,46,8234,HomeLoanService,HomeLoanWS/doNext/prepare-020/personal-info
2003,422,911,38,34618,HomeLoanService,HomeLoanWS/doNext/prepare-021/package
250,53,109,59,6431,HomeLoanService,HomeLoanWS/doNext/prepare-030/sale-channel
205,65,124,15,1860,HomeLoanService,HomeLoanWS/doPreload/approve-010/application-detail
59,59,59,1,59,HomeLoanService,HomeLoanWS/doPreload/approve-010/basic-repayment-ability
870,58,466,16,7456,HomeLoanService,HomeLoanWS/doPreload/approve-010/collateral-acting
378,133,248,14,3472,HomeLoanService,HomeLoanWS/doPreload/approve-010/credit-exposure
475,22,239,13,3107,HomeLoanService,HomeLoanWS/doPreload/approve-010/credit-limit-detail
701,83,211,19,4009,HomeLoanService,HomeLoanWS/doPreload/approve-010/cust-info
2387,225,775,11,8525,HomeLoanService,HomeLoanWS/doPreload/approve-010/debt-exposure
285,285,285,1,285,HomeLoanService,HomeLoanWS/doPreload/approve-010/loan-info
1151,411,750,19,14250,HomeLoanService,HomeLoanWS/doPreload/approve-010/partial-installment
345,87,195,3,585,HomeLoanService,HomeLoanWS/doPreload/approve-010/personal-info
1061,105,344,27,9288,HomeLoanService,HomeLoanWS/doPreload/approve-010/relationship
30,30,30,1,30,HomeLoanService,HomeLoanWS/doPreload/approve-010/sale-channel
375,275,334,5,1670,HomeLoanService,HomeLoanWS/doPreload/approve-010/summary-result
1014,258,409,88,35992,HomeLoanService,HomeLoanWS/doPreload/approve-010/verify-document
403,53,130,39,5070,HomeLoanService,HomeLoanWS/doPreload/approve-020/application-detail
1027,66,498,32,15936,HomeLoanService,HomeLoanWS/doPreload/approve-020/approve-decision
1157,278,591,32,18912,HomeLoanService,HomeLoanWS/doPreload/approve-020/approve-summary
140,5,33,10,330,HomeLoanService,HomeLoanWS/doPreload/approve-020/basic-repayment-ability
1032,108,426,47,20022,HomeLoanService,HomeLoanWS/doPreload/approve-020/collateral-acting
770,72,230,37,8510,HomeLoanService,HomeLoanWS/doPreload/approve-020/credit-exposure
778,12,229,37,8473,HomeLoanService,HomeLoanWS/doPreload/approve-020/credit-limit-detail
1941,82,398,19,7562,HomeLoanService,HomeLoanWS/doPreload/approve-020/cust-info
2997,185,713,37,26381,HomeLoanService,HomeLoanWS/doPreload/approve-020/debt-exposure
1046,84,235,10,2350,HomeLoanService,HomeLoanWS/doPreload/approve-020/income
741,154,322,16,5152,HomeLoanService,HomeLoanWS/doPreload/approve-020/loan-info
2019,325,719,31,22289,HomeLoanService,HomeLoanWS/doPreload/approve-020/partial-installment
1017,82,277,12,3324,HomeLoanService,HomeLoanWS/doPreload/approve-020/personal-info
389,21,72,97,6984,HomeLoanService,HomeLoanWS/doPreload/approve-020/policy-check
1651,103,290,43,12470,HomeLoanService,HomeLoanWS/doPreload/approve-020/relationship
180,20,45,9,405,HomeLoanService,HomeLoanWS/doPreload/approve-020/sale-channel
916,260,496,14,6944,HomeLoanService,HomeLoanWS/doPreload/approve-020/summary-package
548,249,350,10,3500,HomeLoanService,HomeLoanWS/doPreload/approve-020/summary-result
710,81,216,91,19656,HomeLoanService,HomeLoanWS/doPreload/approve-020/verify-customer
706,284,405,30,12150,HomeLoanService,HomeLoanWS/doPreload/approve-020/verify-document
1099,83,253,31,7843,HomeLoanService,HomeLoanWS/doPreload/approve-020/verify-hr
1547,155,385,36,13860,HomeLoanService,HomeLoanWS/doPreload/approve-020/verify-income
1784,86,264,34,8976,HomeLoanService,HomeLoanWS/doPreload/approve-020/verify-summary
993,83,242,32,7744,HomeLoanService,HomeLoanWS/doPreload/approve-020/verify-website
312,54,120,34,4080,HomeLoanService,HomeLoanWS/doPreload/approve-030/application-detail
1585,103,620,55,34100,HomeLoanService,HomeLoanWS/doPreload/approve-030/approve-decision
2027,348,682,55,37510,HomeLoanService,HomeLoanWS/doPreload/approve-030/approve-summary
68,8,35,9,315,HomeLoanService,HomeLoanWS/doPreload/approve-030/basic-repayment-ability
824,105,281,18,5058,HomeLoanService,HomeLoanWS/doPreload/approve-030/collateral-acting
620,95,274,20,5480,HomeLoanService,HomeLoanWS/doPreload/approve-030/credit-exposure
878,37,262,26,6812,HomeLoanService,HomeLoanWS/doPreload/approve-030/credit-limit-detail
911,87,253,23,5819,HomeLoanService,HomeLoanWS/doPreload/approve-030/cust-info
1888,247,634,22,13948,HomeLoanService,HomeLoanWS/doPreload/approve-030/debt-exposure
672,103,245,9,2205,HomeLoanService,HomeLoanWS/doPreload/approve-030/income
1410,178,380,16,6080,HomeLoanService,HomeLoanWS/doPreload/approve-030/loan-info
2360,339,692,31,21452,HomeLoanService,HomeLoanWS/doPreload/approve-030/partial-installment
706,84,213,12,2556,HomeLoanService,HomeLoanWS/doPreload/approve-030/personal-info
371,36,82,110,9020,HomeLoanService,HomeLoanWS/doPreload/approve-030/policy-check
769,103,236,33,7788,HomeLoanService,HomeLoanWS/doPreload/approve-030/relationship
90,22,51,12,612,HomeLoanService,HomeLoanWS/doPreload/approve-030/sale-channel
1368,278,544,13,7072,HomeLoanService,HomeLoanWS/doPreload/approve-030/summary-package
685,284,375,13,4875,HomeLoanService,HomeLoanWS/doPreload/approve-030/summary-result
760,103,237,22,5214,HomeLoanService,HomeLoanWS/doPreload/approve-030/verify-customer
788,312,405,24,9720,HomeLoanService,HomeLoanWS/doPreload/approve-030/verify-document
828,104,235,21,4935,HomeLoanService,HomeLoanWS/doPreload/approve-030/verify-hr
759,162,301,27,8127,HomeLoanService,HomeLoanWS/doPreload/approve-030/verify-income
830,87,227,25,5675,HomeLoanService,HomeLoanWS/doPreload/approve-030/verify-summary
847,99,238,21,4998,HomeLoanService,HomeLoanWS/doPreload/approve-030/verify-website
234,135,184,2,368,HomeLoanService,HomeLoanWS/doPreload/approve-040/application-detail
747,143,535,8,4280,HomeLoanService,HomeLoanWS/doPreload/approve-040/approve-decision
1006,348,635,12,7620,HomeLoanService,HomeLoanWS/doPreload/approve-040/approve-summary
29,29,29,1,29,HomeLoanService,HomeLoanWS/doPreload/approve-040/basic-repayment-ability
858,178,449,3,1347,HomeLoanService,HomeLoanWS/doPreload/approve-040/collateral-acting
358,248,303,2,606,HomeLoanService,HomeLoanWS/doPreload/approve-040/credit-exposure
249,124,174,8,1392,HomeLoanService,HomeLoanWS/doPreload/approve-040/credit-limit-detail
248,89,168,2,336,HomeLoanService,HomeLoanWS/doPreload/approve-040/cust-info
910,878,891,3,2673,HomeLoanService,HomeLoanWS/doPreload/approve-040/debt-exposure
483,483,483,1,483,HomeLoanService,HomeLoanWS/doPreload/approve-040/income
280,239,259,2,518,HomeLoanService,HomeLoanWS/doPreload/approve-040/loan-info
1143,384,884,8,7072,HomeLoanService,HomeLoanWS/doPreload/approve-040/partial-installment
437,437,437,1,437,HomeLoanService,HomeLoanWS/doPreload/approve-040/personal-info
370,23,84,18,1512,HomeLoanService,HomeLoanWS/doPreload/approve-040/policy-check
313,300,306,2,612,HomeLoanService,HomeLoanWS/doPreload/approve-040/relationship
70,70,70,1,70,HomeLoanService,HomeLoanWS/doPreload/approve-040/sale-channel
353,353,353,1,353,HomeLoanService,HomeLoanWS/doPreload/approve-040/summary-package
334,334,334,1,334,HomeLoanService,HomeLoanWS/doPreload/approve-040/summary-result
278,273,275,2,550,HomeLoanService,HomeLoanWS/doPreload/approve-040/verify-customer
421,397,408,3,1224,HomeLoanService,HomeLoanWS/doPreload/approve-040/verify-document
275,255,265,2,530,HomeLoanService,HomeLoanWS/doPreload/approve-040/verify-hr
442,309,375,2,750,HomeLoanService,HomeLoanWS/doPreload/approve-040/verify-income
289,83,208,3,624,HomeLoanService,HomeLoanWS/doPreload/approve-040/verify-summary
272,261,266,2,532,HomeLoanService,HomeLoanWS/doPreload/approve-040/verify-website
142,142,142,1,142,HomeLoanService,HomeLoanWS/doPreload/approve-055/application-detail
444,444,444,1,444,HomeLoanService,HomeLoanWS/doPreload/approve-055/approve-decision
735,255,471,8,3768,HomeLoanService,HomeLoanWS/doPreload/approve-055/collateral-acting
773,410,470,7,3290,HomeLoanService,HomeLoanWS/doPreload/approve-055/cust-info
459,459,459,1,459,HomeLoanService,HomeLoanWS/doPreload/approve-055/debt-exposure
789,789,789,1,789,HomeLoanService,HomeLoanWS/doPreload/approve-055/personal-info
151,41,87,6,522,HomeLoanService,HomeLoanWS/doPreload/approve-055/policy-check
475,475,475,1,475,HomeLoanService,HomeLoanWS/doPreload/approve-055/relationship
30,30,30,1,30,HomeLoanService,HomeLoanWS/doPreload/approve-055/sale-channel
449,449,449,1,449,HomeLoanService,HomeLoanWS/doPreload/approve-055/summary-package
307,307,307,1,307,HomeLoanService,HomeLoanWS/doPreload/approve-055/summary-result
140,140,140,1,140,HomeLoanService,HomeLoanWS/doPreload/approve-055/verify-customer
758,333,568,10,5680,HomeLoanService,HomeLoanWS/doPreload/approve-055/verify-document
252,252,252,1,252,HomeLoanService,HomeLoanWS/doPreload/approve-055/verify-hr
217,217,217,1,217,HomeLoanService,HomeLoanWS/doPreload/approve-055/verify-income
130,130,130,1,130,HomeLoanService,HomeLoanWS/doPreload/approve-055/verify-summary
134,134,134,1,134,HomeLoanService,HomeLoanWS/doPreload/approve-055/verify-website
395,65,162,14,2268,HomeLoanService,HomeLoanWS/doPreload/approve-060/application-detail
4478,319,968,18,17424,HomeLoanService,HomeLoanWS/doPreload/approve-060/approve-decision
2454,349,692,52,35984,HomeLoanService,HomeLoanWS/doPreload/approve-060/approve-summary
117,14,58,3,174,HomeLoanService,HomeLoanWS/doPreload/approve-060/basic-repayment-ability
773,102,316,14,4424,HomeLoanService,HomeLoanWS/doPreload/approve-060/collateral-acting
640,134,285,11,3135,HomeLoanService,HomeLoanWS/doPreload/approve-060/credit-exposure
536,21,303,16,4848,HomeLoanService,HomeLoanWS/doPreload/approve-060/credit-limit-detail
547,118,359,5,1795,HomeLoanService,HomeLoanWS/doPreload/approve-060/cust-info
1444,252,586,11,6446,HomeLoanService,HomeLoanWS/doPreload/approve-060/debt-exposure
124,107,115,2,230,HomeLoanService,HomeLoanWS/doPreload/approve-060/income
230,177,203,2,406,HomeLoanService,HomeLoanWS/doPreload/approve-060/loan-info
1319,381,759,12,9108,HomeLoanService,HomeLoanWS/doPreload/approve-060/partial-installment
435,133,235,4,940,HomeLoanService,HomeLoanWS/doPreload/approve-060/personal-info
360,26,100,34,3400,HomeLoanService,HomeLoanWS/doPreload/approve-060/policy-check
730,117,404,17,6868,HomeLoanService,HomeLoanWS/doPreload/approve-060/relationship
68,30,54,3,162,HomeLoanService,HomeLoanWS/doPreload/approve-060/sale-channel
374,318,346,2,692,HomeLoanService,HomeLoanWS/doPreload/approve-060/summary-package
390,317,344,3,1032,HomeLoanService,HomeLoanWS/doPreload/approve-060/summary-result
633,115,319,10,3190,HomeLoanService,HomeLoanWS/doPreload/approve-060/verify-customer
955,336,546,11,6006,HomeLoanService,HomeLoanWS/doPreload/approve-060/verify-document
550,110,314,10,3140,HomeLoanService,HomeLoanWS/doPreload/approve-060/verify-hr
648,202,435,10,4350,HomeLoanService,HomeLoanWS/doPreload/approve-060/verify-income
562,116,309,10,3090,HomeLoanService,HomeLoanWS/doPreload/approve-060/verify-summary
836,112,338,10,3380,HomeLoanService,HomeLoanWS/doPreload/approve-060/verify-website
131,72,99,3,297,HomeLoanService,HomeLoanWS/doPreload/approve-070/policy-check
125,85,105,4,420,HomeLoanService,HomeLoanWS/doPreload/end/application-detail
829,768,798,2,1596,HomeLoanService,HomeLoanWS/doPreload/end/approve-decision
800,607,703,2,1406,HomeLoanService,HomeLoanWS/doPreload/end/approve-summary
401,401,401,1,401,HomeLoanService,HomeLoanWS/doPreload/end/credit-limit-detail
2450,262,697,11,7667,HomeLoanService,HomeLoanWS/doPreload/end/cust-info
757,757,757,1,757,HomeLoanService,HomeLoanWS/doPreload/end/debt-exposure
975,975,975,1,975,HomeLoanService,HomeLoanWS/doPreload/end/income
1353,1353,1353,1,1353,HomeLoanService,HomeLoanWS/doPreload/end/loan-info
720,664,692,2,1384,HomeLoanService,HomeLoanWS/doPreload/end/partial-installment
776,419,597,2,1194,HomeLoanService,HomeLoanWS/doPreload/end/personal-info
79,69,74,2,148,HomeLoanService,HomeLoanWS/doPreload/end/policy-check
504,488,496,2,992,HomeLoanService,HomeLoanWS/doPreload/end/relationship
23,23,23,1,23,HomeLoanService,HomeLoanWS/doPreload/end/sale-channel
415,415,415,1,415,HomeLoanService,HomeLoanWS/doPreload/end/verify-document
186,186,186,1,186,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/application-detail
1025,450,813,3,2439,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/approve-decision
3717,335,831,62,51522,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/approve-result-front
2532,310,1088,32,34816,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/approve-summary
50,47,48,3,144,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/basic-repayment-ability
448,232,357,4,1428,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/collateral-acting
575,575,575,1,575,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/credit-exposure
932,30,456,3,1368,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/credit-limit-detail
801,117,451,13,5863,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/cust-info
1647,251,949,2,1898,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/debt-exposure
433,87,260,2,520,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/income
1888,236,625,11,6875,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/loan-info
1128,336,678,5,3390,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/partial-installment
1258,92,304,6,1824,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/personal-info
117,59,85,5,425,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/policy-check
665,123,394,2,788,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/relationship
70,34,53,8,424,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/sale-channel
2983,363,956,11,10516,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/summary-package
531,531,531,1,531,HomeLoanService,HomeLoanWS/doPreload/post-approve-010/summary-result
29,4,7,34,238,HomeLoanService,HomeLoanWS/doPreload/prepare-010/basic-repayment-ability
229,82,127,5,635,HomeLoanService,HomeLoanWS/doPreload/prepare-010/cust-info
291,67,111,25,2775,HomeLoanService,HomeLoanWS/doPreload/prepare-011/summary-result
103,103,103,1,103,HomeLoanService,HomeLoanWS/doPreload/prepare-012/cust-info
266,45,136,32,4352,HomeLoanService,HomeLoanWS/doPreload/prepare-012/summary-result
149,109,129,2,258,HomeLoanService,HomeLoanWS/doPreload/prepare-013/summary-result
16,8,12,2,24,HomeLoanService,HomeLoanWS/doPreload/prepare-020/basic-repayment-ability
206,90,131,3,393,HomeLoanService,HomeLoanWS/doPreload/prepare-020/cust-info
434,84,161,53,8533,HomeLoanService,HomeLoanWS/doPreload/prepare-020/income
769,57,268,82,21976,HomeLoanService,HomeLoanWS/doPreload/prepare-020/loan-info
491,81,146,49,7154,HomeLoanService,HomeLoanWS/doPreload/prepare-020/personal-info
23,23,23,1,23,HomeLoanService,HomeLoanWS/doPreload/prepare-021/basic-repayment-ability
196,196,196,1,196,HomeLoanService,HomeLoanWS/doPreload/prepare-021/cust-info
122,89,103,3,309,HomeLoanService,HomeLoanWS/doPreload/prepare-021/income
756,174,397,15,5955,HomeLoanService,HomeLoanWS/doPreload/prepare-021/loan-info
998,208,466,62,28892,HomeLoanService,HomeLoanWS/doPreload/prepare-021/package
111,111,111,1,111,HomeLoanService,HomeLoanWS/doPreload/prepare-021/personal-info
1363,225,535,343,183505,HomeLoanService,HomeLoanWS/doPreload/prepare-021/summary-package
