MaxPeriod(ms),MinPeriod(ms),AvgPeriod(ms),Amount,AxAvg,Service,Operation
28,13,20,2,40,HomeLoanService,HomeLoanWS/doPreload/prepare-022/basic-repayment-ability
183,183,183,1,183,HomeLoanService,HomeLoanWS/doPreload/prepare-022/income
532,189,347,6,2082,HomeLoanService,HomeLoanWS/doPreload/prepare-022/loan-info
226,100,195,5,975,HomeLoanService,HomeLoanWS/doPreload/prepare-022/personal-info
904,216,411,272,111792,HomeLoanService,HomeLoanWS/doPreload/prepare-022/summary-package
29,17,22,3,66,HomeLoanService,HomeLoanWS/doPreload/prepare-030/basic-repayment-ability
258,108,174,7,1218,HomeLoanService,HomeLoanWS/doPreload/prepare-030/cust-info
421,101,254,7,1778,HomeLoanService,HomeLoanWS/doPreload/prepare-030/income
777,200,541,11,5951,HomeLoanService,HomeLoanWS/doPreload/prepare-030/loan-info
430,107,203,8,1624,HomeLoanService,HomeLoanWS/doPreload/prepare-030/personal-info
84,14,28,98,2744,HomeLoanService,HomeLoanWS/doPreload/prepare-030/sale-channel
945,342,675,7,4725,HomeLoanService,HomeLoanWS/doPreload/prepare-030/summary-package
2333,267,594,88,52272,HomeLoanService,HomeLoanWS/doPreload/prepare-030/summary-result
212,102,132,28,3696,HomeLoanService,HomeLoanWS/doPreload/system-011/summary-result
7,5,6,3,18,HomeLoanService,HomeLoanWS/doPreload/system-012/basic-repayment-ability
86,79,82,9,738,HomeLoanService,HomeLoanWS/doPreload/system-012/cust-info
310,204,234,5,1170,HomeLoanService,HomeLoanWS/doPreload/system-012/summary-result
476,341,393,4,1572,HomeLoanService,HomeLoanWS/doPreload/system-013/summary-result
238,238,238,1,238,HomeLoanService,HomeLoanWS/doPreload/system-020/loan-info
368,368,368,1,368,HomeLoanService,HomeLoanWS/doPreload/system-020/summary-package
650,238,345,27,9315,HomeLoanService,HomeLoanWS/doPreload/system-020/summary-result
116,116,116,1,116,HomeLoanService,HomeLoanWS/doPreload/system-031/application-detail
630,630,630,1,630,HomeLoanService,HomeLoanWS/doPreload/system-031/approve-decision
299,299,299,1,299,HomeLoanService,HomeLoanWS/doPreload/system-031/credit-exposure
1263,502,952,3,2856,HomeLoanService,HomeLoanWS/doPreload/system-031/partial-installment
166,37,62,41,2542,HomeLoanService,HomeLoanWS/doPreload/system-031/policy-check
258,258,258,1,258,HomeLoanService,HomeLoanWS/doPreload/system-031/relationship
326,326,326,1,326,HomeLoanService,HomeLoanWS/doPreload/system-031/verify-document
101,63,79,9,711,HomeLoanService,HomeLoanWS/doPreload/system-032/policy-check
283,54,113,9,1017,HomeLoanService,HomeLoanWS/doPreload/system-050/application-detail
835,400,631,7,4417,HomeLoanService,HomeLoanWS/doPreload/system-050/approve-result-front
976,976,976,1,976,HomeLoanService,HomeLoanWS/doPreload/system-050/approve-summary
16,16,16,1,16,HomeLoanService,HomeLoanWS/doPreload/system-050/basic-repayment-ability
408,408,408,1,408,HomeLoanService,HomeLoanWS/doPreload/system-050/collateral-acting
208,208,208,1,208,HomeLoanService,HomeLoanWS/doPreload/system-050/credit-limit-detail
455,87,225,11,2475,HomeLoanService,HomeLoanWS/doPreload/system-050/cust-info
222,222,222,1,222,HomeLoanService,HomeLoanWS/doPreload/system-050/income
769,653,711,2,1422,HomeLoanService,HomeLoanWS/doPreload/system-050/loan-info
410,410,410,1,410,HomeLoanService,HomeLoanWS/doPreload/system-050/partial-installment
295,226,260,2,520,HomeLoanService,HomeLoanWS/doPreload/system-050/personal-info
47,47,47,1,47,HomeLoanService,HomeLoanWS/doPreload/system-050/policy-check
82,43,62,2,124,HomeLoanService,HomeLoanWS/doPreload/system-050/sale-channel
965,780,896,6,5376,HomeLoanService,HomeLoanWS/doPreload/system-050/summary-package
427,314,368,4,1472,HomeLoanService,HomeLoanWS/doPreload/system-050/summary-result
183,33,75,9,675,HomeLoanService,HomeLoanWS/doReturn/approve-020
49,49,49,1,49,HomeLoanService,HomeLoanWS/doReturn/approve-040
75,75,75,1,75,HomeLoanService,HomeLoanWS/doReturn2Analyst/approve-030
68,49,58,2,116,HomeLoanService,HomeLoanWS/doReturn2f/approve-010
18,18,18,1,18,HomeLoanService,HomeLoanWS/doSave/approve-010/credit-exposure
42,24,31,4,124,HomeLoanService,HomeLoanWS/doSave/approve-010/credit-limit-detail
194,22,58,15,870,HomeLoanService,HomeLoanWS/doSave/approve-010/partial-installment
56,13,26,7,182,HomeLoanService,HomeLoanWS/doSave/approve-010/relationship
723,112,187,48,8976,HomeLoanService,HomeLoanWS/doSave/approve-010/verify-document
269,18,64,26,1664,HomeLoanService,HomeLoanWS/doSave/approve-020/application-detail
559,58,223,12,2676,HomeLoanService,HomeLoanWS/doSave/approve-020/approve-decision
221,23,71,29,2059,HomeLoanService,HomeLoanWS/doSave/approve-020/approve-summary
401,33,68,34,2312,HomeLoanService,HomeLoanWS/doSave/approve-020/collateral-acting
278,17,95,13,1235,HomeLoanService,HomeLoanWS/doSave/approve-020/credit-exposure
249,11,70,11,770,HomeLoanService,HomeLoanWS/doSave/approve-020/credit-limit-detail
369,35,141,14,1974,HomeLoanService,HomeLoanWS/doSave/approve-020/debt-exposure
250,69,120,15,1800,HomeLoanService,HomeLoanWS/doSave/approve-020/partial-installment
18,18,18,1,18,HomeLoanService,HomeLoanWS/doSave/approve-020/personal-info
353,22,78,41,3198,HomeLoanService,HomeLoanWS/doSave/approve-020/policy-check
72,22,36,7,252,HomeLoanService,HomeLoanWS/doSave/approve-020/relationship
343,68,129,26,3354,HomeLoanService,HomeLoanWS/doSave/approve-020/verify-customer
425,111,193,19,3667,HomeLoanService,HomeLoanWS/doSave/approve-020/verify-document
498,94,279,7,1953,HomeLoanService,HomeLoanWS/doSave/approve-020/verify-hr
226,52,125,4,500,HomeLoanService,HomeLoanWS/doSave/approve-020/verify-income
595,121,253,24,6072,HomeLoanService,HomeLoanWS/doSave/approve-020/verify-summary
454,97,244,3,732,HomeLoanService,HomeLoanWS/doSave/approve-020/verify-website
393,16,76,20,1520,HomeLoanService,HomeLoanWS/doSave/approve-030/application-detail
450,115,240,22,5280,HomeLoanService,HomeLoanWS/doSave/approve-030/approve-decision
176,20,69,41,2829,HomeLoanService,HomeLoanWS/doSave/approve-030/approve-summary
168,56,103,11,1133,HomeLoanService,HomeLoanWS/doSave/approve-030/collateral-acting
73,17,41,6,246,HomeLoanService,HomeLoanWS/doSave/approve-030/credit-exposure
101,9,45,14,630,HomeLoanService,HomeLoanWS/doSave/approve-030/credit-limit-detail
248,38,98,6,588,HomeLoanService,HomeLoanWS/doSave/approve-030/debt-exposure
179,56,106,12,1272,HomeLoanService,HomeLoanWS/doSave/approve-030/partial-installment
176,24,69,59,4071,HomeLoanService,HomeLoanWS/doSave/approve-030/policy-check
77,22,46,15,690,HomeLoanService,HomeLoanWS/doSave/approve-030/relationship
509,133,219,9,1971,HomeLoanService,HomeLoanWS/doSave/approve-030/verify-customer
529,146,194,15,2910,HomeLoanService,HomeLoanWS/doSave/approve-030/verify-document
492,129,213,9,1917,HomeLoanService,HomeLoanWS/doSave/approve-030/verify-hr
380,29,79,20,1580,HomeLoanService,HomeLoanWS/doSave/approve-030/verify-income
331,113,187,12,2244,HomeLoanService,HomeLoanWS/doSave/approve-030/verify-summary
501,127,208,7,1456,HomeLoanService,HomeLoanWS/doSave/approve-030/verify-website
103,103,103,1,103,HomeLoanService,HomeLoanWS/doSave/approve-040/application-detail
107,24,72,4,288,HomeLoanService,HomeLoanWS/doSave/approve-040/approve-summary
221,221,221,1,221,HomeLoanService,HomeLoanWS/doSave/approve-040/collateral-acting
15,15,15,1,15,HomeLoanService,HomeLoanWS/doSave/approve-040/credit-limit-detail
96,69,82,2,164,HomeLoanService,HomeLoanWS/doSave/approve-040/partial-installment
401,17,115,7,805,HomeLoanService,HomeLoanWS/doSave/approve-040/policy-check
165,165,165,1,165,HomeLoanService,HomeLoanWS/doSave/approve-040/verify-document
53,53,53,1,53,HomeLoanService,HomeLoanWS/doSave/approve-055/approve-decision
77,64,69,3,207,HomeLoanService,HomeLoanWS/doSave/approve-055/collateral-acting
65,60,62,2,124,HomeLoanService,HomeLoanWS/doSave/approve-055/policy-check
184,184,184,1,184,HomeLoanService,HomeLoanWS/doSave/approve-055/verify-document
72,72,72,1,72,HomeLoanService,HomeLoanWS/doSave/approve-060/application-detail
465,191,267,6,1602,HomeLoanService,HomeLoanWS/doSave/approve-060/approve-decision
419,27,85,37,3145,HomeLoanService,HomeLoanWS/doSave/approve-060/approve-summary
332,54,113,12,1356,HomeLoanService,HomeLoanWS/doSave/approve-060/collateral-acting
310,117,159,6,954,HomeLoanService,HomeLoanWS/doSave/approve-060/credit-exposure
291,28,166,17,2822,HomeLoanService,HomeLoanWS/doSave/approve-060/credit-limit-detail
375,39,230,4,920,HomeLoanService,HomeLoanWS/doSave/approve-060/debt-exposure
325,80,142,6,852,HomeLoanService,HomeLoanWS/doSave/approve-060/partial-installment
543,33,106,22,2332,HomeLoanService,HomeLoanWS/doSave/approve-060/policy-check
400,81,150,8,1200,HomeLoanService,HomeLoanWS/doSave/approve-060/relationship
377,154,276,6,1656,HomeLoanService,HomeLoanWS/doSave/approve-060/verify-customer
415,159,225,9,2025,HomeLoanService,HomeLoanWS/doSave/approve-060/verify-document
434,188,317,5,1585,HomeLoanService,HomeLoanWS/doSave/approve-060/verify-hr
419,89,219,4,876,HomeLoanService,HomeLoanWS/doSave/approve-060/verify-income
534,347,404,4,1616,HomeLoanService,HomeLoanWS/doSave/approve-060/verify-summary
381,227,330,4,1320,HomeLoanService,HomeLoanWS/doSave/approve-060/verify-website
82,82,82,1,82,HomeLoanService,HomeLoanWS/doSave/end/credit-limit-detail
97,19,54,10,540,HomeLoanService,HomeLoanWS/doSave/post-approve-010/approve-result-front
99,27,49,6,294,HomeLoanService,HomeLoanWS/doSave/post-approve-010/approve-summary
225,21,90,5,450,HomeLoanService,HomeLoanWS/doSave/post-approve-010/credit-limit-detail
45,20,29,3,87,HomeLoanService,HomeLoanWS/doSave/prepare-012/summary-result
75,71,73,3,219,HomeLoanService,HomeLoanWS/doSave/prepare-020/income
29,29,29,1,29,HomeLoanService,HomeLoanWS/doSave/prepare-021/package
40,23,30,6,180,HomeLoanService,HomeLoanWS/doSave/prepare-021/summary-package
40,21,29,6,174,HomeLoanService,HomeLoanWS/doSave/prepare-022/summary-package
340,58,140,13,1820,HomeLoanService,HomeLoanWS/doSave/prepare-030/sale-channel
100,28,50,31,1550,HomeLoanService,HomeLoanWS/doSave/prepare-030/summary-result
13,13,13,1,13,HomeLoanService,HomeLoanWS/doSave/system-050/credit-limit-detail
187,187,187,1,187,HomeLoanService,HomeLoanWS/doSubmit/approve-010/credit-exposure
303,124,210,15,3150,HomeLoanService,HomeLoanWS/doSubmit/approve-010/partial-installment
461,122,216,7,1512,HomeLoanService,HomeLoanWS/doSubmit/approve-010/relationship
674,115,229,33,7557,HomeLoanService,HomeLoanWS/doSubmit/approve-010/verify-document
505,443,474,2,948,HomeLoanService,HomeLoanWS/doSubmit/approve-020/application-detail
1333,123,588,14,8232,HomeLoanService,HomeLoanWS/doSubmit/approve-020/approve-summary
952,952,952,1,952,HomeLoanService,HomeLoanWS/doSubmit/approve-020/credit-exposure
511,511,511,1,511,HomeLoanService,HomeLoanWS/doSubmit/approve-020/personal-info
671,336,463,5,2315,HomeLoanService,HomeLoanWS/doSubmit/approve-020/verify-document
1117,1117,1117,1,1117,HomeLoanService,HomeLoanWS/doSubmit/approve-020/verify-summary
282,72,126,20,2520,HomeLoanService,HomeLoanWS/doSubmit/approve-030/approve-summary
55,55,55,1,55,HomeLoanService,HomeLoanWS/doSubmit/approve-040/approve-summary
86,86,86,1,86,HomeLoanService,HomeLoanWS/doSubmit/approve-055/approve-decision
96,96,96,1,96,HomeLoanService,HomeLoanWS/doSubmit/approve-055/verify-document
1742,1742,1742,1,1742,HomeLoanService,HomeLoanWS/doSubmit/approve-060/application-detail
36046,20,2698,20,53960,HomeLoanService,HomeLoanWS/doSubmit/approve-060/approve-summary
52891,52891,52891,1,52891,HomeLoanService,HomeLoanWS/doSubmit/approve-060/collateral-acting
6025,2197,3938,11,43318,HomeLoanService,HomeLoanWS/doSubmit/post-approve-010/approve-result-front
5929,3075,4058,6,24348,HomeLoanService,HomeLoanWS/doSubmit/post-approve-010/approve-summary
3864,3635,3749,2,7498,HomeLoanService,HomeLoanWS/doSubmit/post-approve-010/loan-info
39930,69,3277,31,101587,HomeLoanService,HomeLoanWS/doSubmit/prepare-010/basic-repayment-ability
1318,324,518,24,12432,HomeLoanService,HomeLoanWS/doSubmit/prepare-011/summary-result
88,31,44,25,1100,HomeLoanService,HomeLoanWS/doSubmit/prepare-012/summary-result
910,670,790,2,1580,HomeLoanService,HomeLoanWS/doSubmit/prepare-013/summary-result
12141,347,1778,56,99568,HomeLoanService,HomeLoanWS/doSubmit/prepare-020/loan-info
903,73,144,27,3888,HomeLoanService,HomeLoanWS/doSubmit/prepare-021/summary-package
110,20,80,17,1360,HomeLoanService,HomeLoanWS/doSubmit/prepare-022/summary-package
1810,45,668,49,32732,HomeLoanService,HomeLoanWS/doSubmit/prepare-030/summary-result
32575,6,4767,22,104874,HomeLoanService,HomeLoanWS/doSubmit/system-011
141,36,88,2,176,HomeLoanService,HomeLoanWS/doSubmit/system-012
226,60,108,4,432,HomeLoanService,HomeLoanWS/doSubmit/system-013
4615,60,495,23,11385,HomeLoanService,HomeLoanWS/doSubmit/system-020
112,42,77,2,154,HomeLoanService,HomeLoanWS/doSubmit/system-031
31,3,8,22,176,InboundService,eConsentWS/notificationEConsent
3198,9,896,131,117376,InboundService,inboundNoHeaderWS/notificationResult
421083,28,896,58,117376,InboundService,inboundWS/notificationResult
