MaxPeriod(ms),MinPeriod(ms),AvgPeriod(ms),Amount,AxAvg,Service,Operation
329,16,129,57,7353,HomeLoanService,HomeLoanWS/doSave/prepare-030/sale-channel
459,26,75,124,9300,HomeLoanService,HomeLoanWS/doSave/prepare-030/summary-result
373,373,373,1,373,HomeLoanService,HomeLoanWS/doSubmit/approve-010/
707,568,637,2,1274,HomeLoanService,HomeLoanWS/doSubmit/approve-010/collateral-acting
253,253,253,1,253,HomeLoanService,HomeLoanWS/doSubmit/approve-010/credit-exposure
496,109,194,11,2134,HomeLoanService,HomeLoanWS/doSubmit/approve-010/partial-installment
544,104,212,12,2544,HomeLoanService,HomeLoanWS/doSubmit/approve-010/relationship
221,221,221,1,221,HomeLoanService,HomeLoanWS/doSubmit/approve-010/summary-package
658,230,409,7,2863,HomeLoanService,HomeLoanWS/doSubmit/approve-010/verify-document
1427,83,531,3,1593,HomeLoanService,HomeLoanWS/doSubmit/approve-020/approve-decision
797,79,421,4,1684,HomeLoanService,HomeLoanWS/doSubmit/approve-020/approve-summary
831,831,831,1,831,HomeLoanService,HomeLoanWS/doSubmit/approve-020/policy-check
817,817,817,1,817,HomeLoanService,HomeLoanWS/doSubmit/approve-020/relationship
433,433,433,1,433,HomeLoanService,HomeLoanWS/doSubmit/approve-020/verify-document
142,105,127,3,381,HomeLoanService,HomeLoanWS/doSubmit/approve-030/approve-summary
79,79,79,1,79,HomeLoanService,HomeLoanWS/doSubmit/approve-055/approve-summary
4438,515,2286,10,22860,HomeLoanService,HomeLoanWS/doSubmit/approve-060/approve-summary
63029,40,3295,154,507430,HomeLoanService,HomeLoanWS/doSubmit/prepare-010/basic-repayment-ability
1415,172,386,126,48636,HomeLoanService,HomeLoanWS/doSubmit/prepare-011/summary-result
187,27,47,92,4324,HomeLoanService,HomeLoanWS/doSubmit/prepare-012/summary-result
524,367,444,8,3552,HomeLoanService,HomeLoanWS/doSubmit/prepare-013/summary-result
30594,127,2660,677,1800820,HomeLoanService,HomeLoanWS/doSubmit/prepare-020/loan-info
706,71,171,138,23598,HomeLoanService,HomeLoanWS/doSubmit/prepare-021/summary-package
234,84,146,16,2336,HomeLoanService,HomeLoanWS/doSubmit/prepare-022/summary-package
1643,14,482,126,60732,HomeLoanService,HomeLoanWS/doSubmit/prepare-030/summary-result
60276,27,7084,111,786324,HomeLoanService,HomeLoanWS/doSubmit/system-011
56,20,31,8,248,HomeLoanService,HomeLoanWS/doSubmit/system-012
233,95,133,9,1197,HomeLoanService,HomeLoanWS/doSubmit/system-013
27428,65,658,57,37506,HomeLoanService,HomeLoanWS/doSubmit/system-020
128,67,97,2,194,HomeLoanService,HomeLoanWS/doSubmit/system-030
197,101,144,3,432,HomeLoanService,HomeLoanWS/doSubmit/system-031
217,3,25,41,1025,InboundService,eConsentWS/notificationEConsent
53107,8,1520,782,1188640,InboundService,inboundNoHeaderWS/notificationResult
37492,14,1520,225,1188640,InboundService,inboundWS/notificationResult
