MaxPeriod(ms),MinPeriod(ms),AvgPeriod(ms),Amount,AxAvg,Service,Operation
710,81,209,63,13167,HomeLoanService,HomeLoanWS/doPreload/approve-020/verify-customer
706,302,406,23,9338,HomeLoanService,HomeLoanWS/doPreload/approve-020/verify-document
1099,83,273,24,6552,HomeLoanService,HomeLoanWS/doPreload/approve-020/verify-hr
1547,155,407,27,10989,HomeLoanService,HomeLoanWS/doPreload/approve-020/verify-income
1784,86,293,25,7325,HomeLoanService,HomeLoanWS/doPreload/approve-020/verify-summary
993,83,257,24,6168,HomeLoanService,HomeLoanWS/doPreload/approve-020/verify-website
237,56,124,16,1984,HomeLoanService,HomeLoanWS/doPreload/approve-030/application-detail
1585,103,671,37,24827,HomeLoanService,HomeLoanWS/doPreload/approve-030/approve-decision
2027,470,866,19,16454,HomeLoanService,HomeLoanWS/doPreload/approve-030/approve-summary
56,30,40,3,120,HomeLoanService,HomeLoanWS/doPreload/approve-030/basic-repayment-ability
445,121,238,7,1666,HomeLoanService,HomeLoanWS/doPreload/approve-030/collateral-acting
620,96,325,7,2275,HomeLoanService,HomeLoanWS/doPreload/approve-030/credit-exposure
878,37,320,9,2880,HomeLoanService,HomeLoanWS/doPreload/approve-030/credit-limit-detail
911,89,321,12,3852,HomeLoanService,HomeLoanWS/doPreload/approve-030/cust-info
1888,251,694,9,6246,HomeLoanService,HomeLoanWS/doPreload/approve-030/debt-exposure
672,103,359,3,1077,HomeLoanService,HomeLoanWS/doPreload/approve-030/income
666,178,351,6,2106,HomeLoanService,HomeLoanWS/doPreload/approve-030/loan-info
2360,350,762,17,12954,HomeLoanService,HomeLoanWS/doPreload/approve-030/partial-installment
706,84,214,6,1284,HomeLoanService,HomeLoanWS/doPreload/approve-030/personal-info
371,36,88,66,5808,HomeLoanService,HomeLoanWS/doPreload/approve-030/policy-check
769,117,417,8,3336,HomeLoanService,HomeLoanWS/doPreload/approve-030/relationship
64,30,49,4,196,HomeLoanService,HomeLoanWS/doPreload/approve-030/sale-channel
617,278,422,5,2110,HomeLoanService,HomeLoanWS/doPreload/approve-030/summary-package
399,284,336,5,1680,HomeLoanService,HomeLoanWS/doPreload/approve-030/summary-result
760,106,424,6,2544,HomeLoanService,HomeLoanWS/doPreload/approve-030/verify-customer
788,316,476,7,3332,HomeLoanService,HomeLoanWS/doPreload/approve-030/verify-document
828,114,383,6,2298,HomeLoanService,HomeLoanWS/doPreload/approve-030/verify-hr
759,166,357,7,2499,HomeLoanService,HomeLoanWS/doPreload/approve-030/verify-income
830,110,411,6,2466,HomeLoanService,HomeLoanWS/doPreload/approve-030/verify-summary
847,120,401,6,2406,HomeLoanService,HomeLoanWS/doPreload/approve-030/verify-website
234,234,234,1,234,HomeLoanService,HomeLoanWS/doPreload/approve-040/application-detail
514,143,365,3,1095,HomeLoanService,HomeLoanWS/doPreload/approve-040/approve-decision
705,409,513,5,2565,HomeLoanService,HomeLoanWS/doPreload/approve-040/approve-summary
29,29,29,1,29,HomeLoanService,HomeLoanWS/doPreload/approve-040/basic-repayment-ability
178,178,178,1,178,HomeLoanService,HomeLoanWS/doPreload/approve-040/collateral-acting
248,248,248,1,248,HomeLoanService,HomeLoanWS/doPreload/approve-040/credit-exposure
124,124,124,1,124,HomeLoanService,HomeLoanWS/doPreload/approve-040/credit-limit-detail
248,248,248,1,248,HomeLoanService,HomeLoanWS/doPreload/approve-040/cust-info
910,910,910,1,910,HomeLoanService,HomeLoanWS/doPreload/approve-040/debt-exposure
483,483,483,1,483,HomeLoanService,HomeLoanWS/doPreload/approve-040/income
280,280,280,1,280,HomeLoanService,HomeLoanWS/doPreload/approve-040/loan-info
824,497,660,2,1320,HomeLoanService,HomeLoanWS/doPreload/approve-040/partial-installment
437,437,437,1,437,HomeLoanService,HomeLoanWS/doPreload/approve-040/personal-info
370,23,134,5,670,HomeLoanService,HomeLoanWS/doPreload/approve-040/policy-check
300,300,300,1,300,HomeLoanService,HomeLoanWS/doPreload/approve-040/relationship
70,70,70,1,70,HomeLoanService,HomeLoanWS/doPreload/approve-040/sale-channel
353,353,353,1,353,HomeLoanService,HomeLoanWS/doPreload/approve-040/summary-package
334,334,334,1,334,HomeLoanService,HomeLoanWS/doPreload/approve-040/summary-result
278,278,278,1,278,HomeLoanService,HomeLoanWS/doPreload/approve-040/verify-customer
407,407,407,1,407,HomeLoanService,HomeLoanWS/doPreload/approve-040/verify-document
255,255,255,1,255,HomeLoanService,HomeLoanWS/doPreload/approve-040/verify-hr
