5369 ms,https://172.30.138.49/FLS2Inbound/services/InboundService/inboundNoHeaderWS/notificationResult
2509 ms,http://172.30.138.49:8180/FLS2Inbound/services/InboundService/inboundWS/notificationResult
921 ms,https://172.30.138.49/FLS2Inbound/services/InboundService/inboundNoHeaderWS/notificationResult
942 ms,https://172.30.138.49/FLS2Inbound/services/InboundService/inboundNoHeaderWS/notificationResult
253 ms,http://172.30.138.49:8180/FLS2Inbound/services/InboundService/inboundWS/notificationResult
583 ms,https://172.30.138.49/FLS2Inbound/services/InboundService/inboundNoHeaderWS/notificationResult
23651 ms,https://172.30.138.49/FLS2Inbound/services/InboundService/inboundNoHeaderWS/notificationResult
1462 ms,https://172.30.138.49/FLS2Inbound/services/InboundService/inboundNoHeaderWS/notificationResult
740 ms,https://172.30.138.49/FLS2Inbound/services/InboundService/inboundNoHeaderWS/notificationResult
79 ms,https://172.30.138.49/FLS2Inbound/services/InboundService/inboundNoHeaderWS/notificationResult
2717 ms,https://172.30.138.49/FLS2Inbound/services/InboundService/inboundNoHeaderWS/notificationResult
2081 ms,https://172.30.138.49/FLS2Inbound/services/InboundService/inboundNoHeaderWS/notificationResult
3857 ms,https://172.30.138.49/FLS2Inbound/services/InboundService/inboundNoHeaderWS/notificationResult
2084 ms,https://172.30.138.49/FLS2Inbound/services/InboundService/inboundNoHeaderWS/notificationResult
3431 ms,https://172.30.138.49/FLS2Inbound/services/InboundService/inboundNoHeaderWS/notificationResult
8420 ms,https://172.30.138.49/FLS2Inbound/services/InboundService/inboundNoHeaderWS/notificationResult
859 ms,https://172.30.138.49/FLS2Inbound/services/InboundService/inboundNoHeaderWS/notificationResult
672 ms,http://172.30.138.49:8180/FLS2Inbound/services/InboundService/inboundWS/notificationResult
11 ms,http://172.30.138.49:8180/FLS2Inbound/services/InboundService/inboundWS/notificationResult
11 ms,http://172.30.138.49:8180/FLS2Inbound/services/InboundService/inboundWS/notificationResult
4246 ms,http://172.30.138.49:8180/FLS2Inbound/services/InboundService/inboundWS/notificationResult
64 ms,http://172.30.138.49:8180/FLS2Inbound/services/InboundService/inboundWS/notificationResult
268 ms,http://172.30.138.49:8180/FLS2Inbound/services/InboundService/inboundWS/notificationResult
3344 ms,http://172.30.138.49:8180/FLS2Inbound/services/InboundService/inboundWS/notificationResult
2519 ms,http://172.30.138.49:8180/FLS2Inbound/services/InboundService/inboundWS/notificationResult
409 ms,http://172.30.138.49:8180/FLS2Inbound/services/InboundService/inboundWS/notificationResult
